"library","length_bp"
"Modern",243
"Modern",264
"Modern",323
"Modern",289
"Modern",341
"Modern",262
"Modern",286
"Modern",345
"Modern",285
"Modern",296
"Modern",247
"Modern",390
"Modern",274
"Modern",318
"Modern",209
"Modern",259
"Modern",288
"Modern",255
"Modern",249
"Modern",193
"Modern",305
"Modern",222
"Modern",240
"Modern",280
"Modern",316
"Modern",176
"Modern",338
"Modern",333
"Modern",339
"Modern",325
"Modern",294
"Modern",283
"Modern",286
"Modern",306
"Modern",263
"Modern",302
"Modern",364
"Modern",255
"Modern",325
"Modern",216
"Modern",181
"Modern",252
"Modern",284
"Modern",258
"Modern",293
"Modern",242
"Modern",311
"Modern",257
"Modern",250
"Modern",207
"Modern",295
"Modern",256
"Modern",286
"Modern",296
"Modern",328
"Modern",230
"Modern",276
"Modern",303
"Modern",291
"Modern",310
"Modern",290
"Modern",279
"Modern",311
"Modern",329
"Modern",142
"Modern",245
"Modern",209
"Modern",190
"Modern",245
"Modern",243
"Modern",230
"Modern",305
"Modern",286
"Modern",298
"Modern",303
"Modern",249
"Modern",311
"Modern",287
"Modern",232
"Modern",259
"Modern",340
"Modern",299
"Modern",324
"Modern",356
"Modern",238
"Modern",313
"Modern",296
"Modern",278
"Modern",242
"Modern",243
"Modern",284
"Modern",278
"Modern",279
"Modern",272
"Modern",256
"Modern",323
"Modern",254
"Modern",320
"Modern",228
"Modern",313
"Modern",335
"Modern",227
"Modern",284
"Modern",264
"Modern",272
"Modern",326
"Modern",313
"Modern",266
"Modern",285
"Modern",243
"Modern",334
"Modern",342
"Modern",289
"Modern",268
"Modern",358
"Modern",201
"Modern",255
"Modern",263
"Modern",324
"Modern",277
"Modern",334
"Modern",296
"Modern",305
"Modern",353
"Modern",269
"Modern",318
"Modern",380
"Modern",344
"Modern",280
"Modern",325
"Modern",303
"Modern",249
"Modern",220
"Modern",251
"Modern",262
"Modern",351
"Modern",174
"Modern",311
"Modern",288
"Modern",230
"Modern",360
"Modern",287
"Modern",332
"Modern",277
"Modern",297
"Modern",307
"Modern",266
"Modern",323
"Modern",210
"Modern",212
"Modern",263
"Modern",335
"Modern",294
"Modern",303
"Modern",273
"Modern",278
"Modern",229
"Modern",295
"Modern",184
"Modern",346
"Modern",308
"Modern",359
"Modern",333
"Modern",356
"Modern",301
"Modern",253
"Modern",324
"Modern",320
"Modern",245
"Modern",409
"Modern",271
"Modern",334
"Modern",346
"Modern",320
"Modern",250
"Modern",238
"Modern",270
"Modern",306
"Modern",317
"Modern",299
"Modern",253
"Modern",286
"Modern",285
"Modern",261
"Modern",282
"Modern",268
"Modern",326
"Modern",289
"Modern",331
"Modern",324
"Modern",207
"Modern",246
"Modern",298
"Modern",312
"Modern",277
"Modern",328
"Modern",327
"Modern",335
"Modern",267
"Modern",298
"Modern",281
"Modern",369
"Modern",271
"Modern",284
"Modern",332
"Modern",294
"Modern",314
"Modern",264
"Modern",293
"Modern",332
"Modern",166
"Modern",398
"Modern",269
"Modern",345
"Modern",337
"Modern",233
"Modern",261
"Modern",299
"Modern",325
"Modern",262
"Modern",346
"Modern",274
"Modern",312
"Modern",252
"Modern",237
"Modern",247
"Modern",265
"Modern",229
"Modern",290
"Modern",275
"Modern",310
"Modern",367
"Modern",258
"Modern",320
"Modern",289
"Modern",258
"Modern",322
"Modern",247
"Modern",185
"Modern",296
"Modern",344
"Modern",229
"Modern",278
"Modern",301
"Modern",240
"Modern",288
"Modern",286
"Modern",299
"Modern",260
"Modern",273
"Modern",250
"Modern",280
"Modern",264
"Modern",318
"Modern",237
"Modern",285
"Modern",303
"Modern",276
"Modern",342
"Modern",201
"Modern",252
"Modern",302
"Modern",244
"Modern",280
"Modern",339
"Modern",299
"Modern",299
"Modern",247
"Modern",257
"Modern",276
"Modern",231
"Modern",350
"Modern",280
"Modern",329
"Modern",315
"Modern",303
"Modern",284
"Modern",259
"Modern",346
"Modern",239
"Modern",270
"Modern",304
"Modern",267
"Modern",259
"Modern",295
"Modern",318
"Modern",194
"Modern",300
"Modern",251
"Modern",291
"Modern",226
"Modern",271
"Modern",259
"Modern",350
"Modern",201
"Modern",288
"Modern",235
"Modern",323
"Modern",230
"Modern",307
"Modern",308
"Modern",318
"Modern",296
"Modern",193
"Modern",310
"Modern",361
"Modern",277
"Modern",266
"Modern",260
"Modern",218
"Modern",262
"Modern",298
"Modern",264
"Modern",291
"Modern",293
"Modern",268
"Modern",215
"Modern",293
"Modern",333
"Modern",332
"Modern",262
"Modern",283
"Modern",238
"Modern",287
"Modern",258
"Modern",285
"Modern",300
"Modern",279
"Modern",335
"Modern",251
"Modern",333
"Modern",281
"Modern",320
"Modern",252
"Modern",289
"Modern",284
"Modern",218
"Modern",313
"Modern",330
"Modern",297
"Modern",270
"Modern",321
"Modern",234
"Modern",264
"Modern",319
"Modern",284
"Modern",317
"Modern",327
"Modern",225
"Modern",262
"Modern",251
"Modern",182
"Modern",342
"Modern",290
"Modern",277
"Modern",321
"Modern",265
"Modern",248
"Modern",224
"Modern",291
"Modern",320
"Modern",268
"Modern",182
"Modern",280
"Modern",314
"Modern",245
"Modern",261
"Modern",255
"Modern",293
"Modern",256
"Modern",304
"Modern",264
"Modern",267
"Modern",239
"Modern",250
"Modern",226
"Modern",230
"Modern",308
"Modern",287
"Modern",264
"Modern",226
"Modern",253
"Modern",303
"Modern",249
"Modern",322
"Modern",313
"Modern",314
"Modern",242
"Modern",329
"Modern",285
"Modern",300
"Modern",279
"Modern",318
"Modern",352
"Modern",371
"Modern",245
"Modern",253
"Modern",290
"Modern",279
"Modern",253
"Modern",288
"Modern",275
"Modern",304
"Modern",211
"Modern",315
"Modern",252
"Modern",311
"Modern",320
"Modern",332
"Modern",279
"Modern",224
"Modern",281
"Modern",270
"Modern",300
"Modern",279
"Modern",297
"Modern",278
"Modern",315
"Modern",310
"Modern",293
"Modern",292
"Modern",235
"Modern",330
"Modern",209
"Modern",347
"Modern",335
"Modern",356
"Modern",246
"Modern",329
"Modern",279
"Modern",310
"Modern",325
"Modern",301
"Modern",238
"Modern",300
"Modern",253
"Modern",315
"Modern",293
"Modern",334
"Modern",305
"Modern",300
"Modern",318
"Modern",206
"Modern",231
"Modern",260
"Modern",326
"Modern",201
"Modern",188
"Modern",270
"Modern",234
"Modern",333
"Modern",314
"Modern",231
"Modern",295
"Modern",255
"Modern",368
"Modern",343
"Modern",322
"Modern",282
"Modern",279
"Modern",261
"Modern",353
"Modern",266
"Modern",274
"Modern",308
"Modern",311
"Modern",279
"Modern",234
"Modern",284
"Modern",251
"Modern",296
"Modern",327
"Modern",351
"Modern",314
"Modern",309
"Modern",256
"Modern",254
"Modern",335
"Modern",282
"Modern",304
"Modern",359
"Modern",247
"Modern",227
"Modern",269
"Modern",284
"Modern",244
"Modern",323
"Modern",266
"Modern",276
"Modern",290
"Modern",286
"Modern",266
"Modern",264
"Modern",337
"Modern",285
"Modern",261
"Modern",285
"Modern",305
"Modern",269
"Modern",330
"Modern",283
"Modern",268
"Modern",293
"Modern",254
"Modern",318
"Modern",309
"Modern",217
"Modern",353
"Modern",194
"Modern",264
"Modern",328
"Modern",340
"Modern",305
"Modern",326
"Modern",263
"Modern",285
"Modern",186
"Modern",267
"Modern",335
"Modern",285
"Modern",257
"Modern",261
"Modern",233
"Modern",204
"Modern",271
"Modern",247
"Modern",241
"Modern",326
"Modern",325
"Modern",322
"Modern",307
"Modern",310
"Modern",290
"Modern",295
"Modern",338
"Modern",333
"Modern",290
"Modern",344
"Modern",295
"Modern",274
"Modern",306
"Modern",282
"Modern",255
"Modern",304
"Modern",260
"Modern",314
"Modern",291
"Modern",251
"Modern",338
"Modern",231
"Modern",344
"Modern",294
"Modern",260
"Modern",292
"Modern",355
"Modern",178
"Modern",257
"Modern",336
"Modern",343
"Modern",323
"Modern",279
"Modern",283
"Modern",269
"Modern",278
"Modern",236
"Modern",361
"Modern",328
"Modern",289
"Modern",219
"Modern",271
"Modern",301
"Modern",246
"Modern",260
"Modern",306
"Modern",284
"Modern",338
"Modern",321
"Modern",208
"Modern",359
"Modern",221
"Modern",288
"Modern",254
"Modern",226
"Modern",270
"Modern",255
"Modern",281
"Modern",286
"Modern",267
"Modern",410
"Modern",249
"Modern",287
"Modern",258
"Modern",322
"Modern",326
"Modern",281
"Modern",300
"Modern",221
"Modern",227
"Modern",394
"Modern",221
"Modern",318
"Modern",274
"Modern",214
"Modern",188
"Modern",228
"Modern",274
"Modern",252
"Modern",287
"Modern",200
"Modern",269
"Modern",290
"Modern",297
"Modern",295
"Modern",203
"Modern",325
"Modern",239
"Modern",250
"Modern",355
"Modern",248
"Modern",216
"Modern",197
"Modern",302
"Modern",244
"Modern",310
"Modern",282
"Modern",285
"Modern",324
"Modern",316
"Modern",248
"Modern",312
"Modern",278
"Modern",286
"Modern",182
"Modern",334
"Modern",258
"Modern",256
"Modern",313
"Modern",374
"Modern",233
"Modern",306
"Modern",271
"Modern",251
"Modern",285
"Modern",222
"Modern",261
"Modern",322
"Modern",263
"Modern",338
"Modern",317
"Modern",227
"Modern",245
"Modern",251
"Modern",290
"Modern",180
"Modern",255
"Modern",299
"Modern",286
"Modern",254
"Modern",420
"Modern",209
"Modern",221
"Modern",325
"Modern",320
"Modern",292
"Modern",211
"Modern",270
"Modern",322
"Modern",285
"Modern",325
"Modern",304
"Modern",304
"Modern",263
"Modern",309
"Modern",235
"Modern",283
"Modern",266
"Modern",281
"Modern",222
"Modern",315
"Modern",246
"Modern",283
"Modern",232
"Modern",232
"Modern",255
"Modern",277
"Modern",206
"Modern",310
"Modern",322
"Modern",315
"Modern",322
"Modern",237
"Modern",350
"Modern",291
"Modern",337
"Modern",211
"Modern",236
"Modern",212
"Modern",290
"Modern",290
"Modern",235
"Modern",220
"Modern",267
"Modern",314
"Modern",290
"Modern",262
"Modern",323
"Modern",312
"Modern",318
"Modern",238
"Modern",242
"Modern",335
"Modern",292
"Modern",270
"Modern",224
"Modern",310
"Modern",234
"Modern",283
"Modern",236
"Modern",299
"Modern",298
"Modern",283
"Modern",414
"Modern",291
"Modern",243
"Modern",188
"Modern",317
"Modern",307
"Modern",276
"Modern",289
"Modern",294
"Modern",334
"Modern",256
"Modern",221
"Modern",326
"Modern",327
"Modern",205
"Modern",304
"Modern",280
"Modern",243
"Modern",287
"Modern",327
"Modern",258
"Modern",294
"Modern",321
"Modern",294
"Modern",258
"Modern",214
"Modern",241
"Modern",290
"Modern",336
"Modern",265
"Modern",283
"Modern",269
"Modern",309
"Modern",290
"Modern",278
"Modern",296
"Modern",238
"Modern",295
"Modern",257
"Modern",268
"Modern",266
"Modern",259
"Modern",254
"Modern",187
"Modern",323
"Modern",221
"Modern",263
"Modern",311
"Modern",321
"Modern",320
"Modern",294
"Modern",236
"Modern",207
"Modern",239
"Modern",211
"Modern",312
"Modern",295
"Modern",305
"Modern",320
"Modern",246
"Modern",392
"Modern",269
"Modern",273
"Modern",277
"Modern",235
"Modern",279
"Modern",269
"Modern",333
"Modern",302
"Modern",303
"Modern",265
"Modern",288
"Modern",234
"Modern",282
"Modern",274
"Modern",261
"Modern",190
"Modern",301
"Modern",296
"Modern",242
"Modern",253
"Modern",298
"Modern",275
"Modern",270
"Modern",278
"Modern",327
"Modern",259
"Modern",306
"Modern",298
"Modern",249
"Modern",308
"Modern",296
"Modern",246
"Modern",278
"Modern",264
"Modern",345
"Modern",257
"Modern",253
"Modern",323
"Modern",317
"Modern",345
"Modern",311
"Modern",277
"Modern",321
"Modern",280
"Modern",255
"Modern",208
"Modern",237
"Modern",308
"Modern",220
"Modern",296
"Modern",303
"Modern",178
"Modern",297
"Modern",291
"Modern",250
"Modern",318
"Modern",264
"Modern",268
"Modern",176
"Modern",290
"Modern",300
"Modern",306
"Modern",259
"Modern",318
"Modern",264
"Modern",245
"Modern",289
"Modern",267
"Modern",252
"Modern",179
"Modern",323
"Modern",230
"Modern",264
"Modern",210
"Modern",254
"Modern",282
"Modern",264
"Modern",290
"Modern",303
"Modern",251
"Modern",289
"Modern",397
"Modern",281
"Modern",339
"Modern",220
"Modern",402
"Modern",245
"Modern",317
"Modern",210
"Modern",317
"Modern",308
"Modern",371
"Modern",275
"Modern",226
"Modern",331
"Modern",271
"Modern",295
"Modern",265
"Modern",292
"Modern",233
"Modern",307
"Modern",370
"Modern",262
"Modern",217
"Modern",309
"Modern",269
"Modern",320
"Modern",209
"Modern",260
"Modern",269
"Modern",195
"Modern",316
"Modern",272
"Modern",278
"Modern",197
"Modern",248
"Modern",254
"Modern",310
"Modern",310
"Modern",251
"Modern",275
"Modern",220
"Modern",220
"Modern",272
"Modern",249
"Modern",323
"Modern",377
"Modern",297
"Modern",304
"Modern",300
"Modern",282
"Modern",295
"Modern",337
"Modern",321
"Modern",263
"Modern",331
"Modern",271
"Modern",198
"Modern",245
"Modern",303
"Modern",166
"Modern",280
"Modern",220
"Modern",243
"Modern",274
"Modern",363
"Modern",285
"Modern",293
"Modern",189
"Modern",245
"Modern",296
"Modern",306
"Modern",349
"Modern",304
"Modern",336
"Modern",280
"Modern",276
"Modern",280
"Modern",383
"Modern",314
"Modern",277
"Modern",229
"Modern",334
"Modern",248
"Modern",256
"Modern",247
"Modern",330
"Modern",262
"Modern",205
"Modern",266
"Modern",325
"Modern",297
"Modern",283
"Modern",259
"Modern",301
"Modern",330
"Modern",276
"Modern",236
"Modern",366
"Modern",270
"Modern",279
"Modern",317
"Modern",295
"Modern",301
"Modern",354
"Modern",249
"Modern",253
"Modern",243
"Modern",353
"Modern",302
"Modern",275
"Modern",292
"Modern",237
"Modern",312
"Modern",303
"Modern",300
"Modern",231
"Modern",223
"Modern",254
"Modern",241
"Modern",210
"Modern",264
"Modern",342
"Modern",280
"Modern",397
"Modern",307
"Modern",293
"Modern",241
"Modern",267
"Modern",278
"Modern",267
"Modern",312
"Modern",334
"Modern",360
"Modern",247
"Modern",288
"Modern",277
"Modern",226
"Modern",267
"Modern",115
"Modern",343
"Modern",304
"Modern",353
"Modern",255
"Modern",280
"Modern",297
"Modern",264
"Modern",278
"Modern",344
"Modern",304
"Modern",237
"Modern",281
"Modern",266
"Modern",313
"Modern",262
"Modern",227
"Modern",288
"Modern",262
"Modern",287
"Modern",294
"Modern",260
"Modern",305
"Modern",240
"Modern",274
"Modern",297
"Modern",373
"Modern",296
"Modern",217
"Modern",308
"Modern",226
"Modern",283
"Modern",285
"Modern",319
"Modern",309
"Modern",231
"Modern",294
"Modern",272
"Modern",220
"Modern",233
"Modern",305
"Modern",264
"Modern",321
"Modern",293
"Modern",292
"Modern",259
"Modern",315
"Modern",224
"Modern",305
"Modern",262
"Modern",267
"Modern",288
"Modern",300
"Modern",201
"Modern",230
"Modern",347
"Modern",309
"Modern",301
"Modern",292
"Modern",243
"Modern",291
"Modern",326
"Modern",306
"Modern",266
"Modern",222
"Modern",295
"Modern",292
"Modern",341
"Modern",299
"Modern",276
"Modern",300
"Modern",309
"Modern",240
"Modern",326
"Modern",295
"Modern",243
"Modern",269
"Modern",235
"Modern",315
"Modern",291
"Modern",312
"Modern",245
"Modern",199
"Modern",304
"Modern",289
"Modern",306
"Modern",187
"Modern",300
"Modern",284
"Modern",345
"Modern",308
"Modern",255
"Modern",260
"Modern",294
"Modern",300
"Modern",280
"Modern",216
"Modern",291
"Modern",275
"Modern",337
"Modern",315
"Modern",258
"Modern",314
"Modern",296
"Modern",327
"Modern",273
"Modern",272
"Modern",332
"Modern",275
"Modern",290
"Modern",345
"Modern",269
"Modern",259
"Modern",311
"Modern",290
"Modern",290
"Modern",245
"Modern",300
"Modern",241
"Modern",274
"Modern",305
"Modern",309
"Modern",248
"Modern",250
"Modern",331
"Modern",241
"Modern",314
"Modern",288
"Modern",256
"Modern",292
"Modern",414
"Modern",239
"Modern",251
"Modern",294
"Modern",295
"Modern",248
"Modern",272
"Modern",266
"Modern",259
"Modern",301
"Modern",189
"Modern",333
"Modern",262
"Modern",282
"Modern",318
"Modern",285
"Modern",275
"Modern",295
"Modern",311
